@relation P__Fall13_Perceptron_enron1_train

@attribute text string
@attribute @@class@@ {arff,ham,spam}

@data
'Subject: fw : midcon 9401 ( permanent march file - expanded distribution li\r\nst )\r\nthis is message # 2 .\r\nthanks\r\n- jackie -\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 08 / 2000 08 : 47\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\n\" allen , john s . \" on 03 / 08 / 2000 07 : 24 : 29 am\r\nto : \" \' mason , greg \' \"\r\ncc : \" \' nachlinger , ken \' \" , \" \' young , jackie \' \"\r\n, \" maake , roger w . \"\r\nsubject : fw : midcon 9401 ( permanent march file - expanded distribution li st )\r\ni \' m not buying any spot gas for day 9 . we will be in a partial\r\nnon - take situation for at less part of the day , until we get a second stage\r\ncompressor up and get some of our fuel gas out of the flare . please bear\r\nwith us .\r\n> - - - - - original message - - - - -\r\n> from : allen , john s .\r\n> sent : tuesday , march 07 , 2000 6 : 53 pm\r\n> to : \' mason , greg \'\r\n> cc : \' nachlinger , ken \' ; abdul - raheem , herman m . ; dudley , l . o . ; graham ,\r\n> travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ; roose ,\r\n> richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory w . ;\r\n> \' shimek , patsy \' ; graham , travis e .\r\n> subject : re : midcon 9401 ( permanent march file - expanded\r\n> distribution list )\r\n>\r\n> i now understand that the transport agreement between hpl and\r\n> midcon has been extended for delivery for day 8 .\r\n>\r\n> 28 midcon\r\n> 13 hpl\r\n>\r\n> swing it down on hpl .\r\n>\r\n>\r\n> - - - - - original message - - - - -\r\n> from : allen , john s .\r\n> sent : tuesday , march 07 , 2000 8 : 25 am\r\n> to : \' mason , greg \'\r\n> cc : \' nachlinger , ken \' ; abdul - raheem , herman m . ; dudley , l . o . ; graham ,\r\n> travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ; roose ,\r\n> richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory w . ;\r\n> \' shimek , patsy \'\r\n> subject : re : midcon 9401 ( permanent march file - expanded\r\n> distribution list )\r\n>\r\n> flow returning to the normal 10 spot purchase for day 8 .\r\n>\r\n> - - - - - original message - - - - -\r\n> from : allen , john s .\r\n> sent : monday , march 06 , 2000 4 : 09 pm\r\n> to : \' mason , greg \'\r\n> cc : \' nachlinger , ken \' ; abdul - raheem , herman m . ; dudley , l . o . ;\r\n> graham , travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ;\r\n> roose , richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory\r\n> w . ; \' shimek , patsy \'\r\n> subject : re : midcon 9401 ( permanent march file - expanded\r\n> distribution list )\r\n>\r\n> increase in flow to a total of 28 for day 7 . this is a\r\n> total of the 10 spot purchase and a transport of 18 to accommodate at\r\n> outage on hpl . this will be occurring at 09 : 00 in the morning . you will\r\n> be seeing a corresponding decrease of 18 on hpl during the same period .\r\n>\r\n>\r\n>',ham
'Subject: re : 98 - 6719 and 98 - 9676\r\nyes , it is a gtc spot\r\ndaren j farmer\r\n03 / 10 / 2000 01 : 54 pm\r\nto : julie meyers / hou / ect @ ect\r\ncc :\r\nsubject : 98 - 6719 and 98 - 9676\r\njulie ,\r\nis the contract with cokinos on deal 151669 valid for feb and mar 20000 ?\r\nd\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 10 / 2000\r\n01 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\njackie young\r\n03 / 10 / 2000 10 : 39 am\r\nto : daren j farmer / hou / ect @ ect\r\ncc : anita luong / hou / ect @ ect\r\nsubject : 98 - 6719 and 98 - 9676\r\nhi daren ,\r\ncan you please check into whether or not the below deals for the above meters\r\ncan be rolled and extended ? if so , can you please perform this for me so\r\nthat anita can set up an accounting arrangement for me ?\r\n98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal\r\nis not effective until february the 11 th .\r\nno new deal # referenced and no evergreen flag . this is on the\r\ngathering ( 96026573 ) k which is the only\r\nk @ the meter .\r\n98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is\r\nflow for all of february 2000 with no k . this is on the 215 k for 1 / 2000\r\nproduction which is the only k @ the meter .\r\nthanks\r\n- jackie -\r\n3 - 9497',ham
'Subject: re : 98 - 6719 and 98 - 9676\r\nrobert ,\r\ni \' ve taken care of 98 - 6719 ( as far as getting it out of my allocation\r\nexception screen ) . i \' m going to place 98 - 9676 on strangers gas until you\r\nhear back from daren or julie .\r\nshould daren or julie get back w / you , while i \' m on vacation , please get back\r\nw / anita luong and provide her with the k # given to you ( by daren or julie )\r\nas well as the dates of 2 / 1 - 2 / 29 ( even though 3 / 1 / 2000 is reflected in my\r\nallocation exception screen ) so that she can provide you with an accounting\r\narrangement to place february \' s volumes on @ this meter .\r\nit looks as though this meter is flowing starting 3 / 1 / 2000 . i guess that the\r\ntrader will eventually place a deal in sitara for this meter .\r\nthanks\r\n- jackie -\r\n3 - 9497\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 11 / 2000 12 : 00\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\ndaren j farmer\r\n03 / 10 / 2000 03 : 22 pm\r\nto : jackie young / hou / ect @ ect\r\ncc :\r\nsubject : re : 98 - 6719 and 98 - 9676\r\ni extended the deal at mtr 6719 to include 2 / 10 . in the future , please run\r\nall wellhead deals through tom acton first .\r\ni \' ve got a message into julie meyers to look into the contract at meter 9676 ,\r\nand will let you know what she determines .\r\nd\r\njackie young\r\n03 / 10 / 2000 10 : 39 am\r\nto : daren j farmer / hou / ect @ ect\r\ncc : anita luong / hou / ect @ ect\r\nsubject : 98 - 6719 and 98 - 9676\r\nhi daren ,\r\ncan you please check into whether or not the below deals for the above meters\r\ncan be rolled and extended ? if so , can you please perform this for me so\r\nthat anita can set up an accounting arrangement for me ?\r\n98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal\r\nis not effective until february the 11 th .\r\nno new deal # referenced and no evergreen flag . this is on the\r\ngathering ( 96026573 ) k which is the only\r\nk @ the meter .\r\n98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is\r\nflow for all of february 2000 with no k . this is on the 215 k for 1 / 2000\r\nproduction which is the only k @ the meter .\r\nthanks\r\n- jackie -\r\n3 - 9497',ham
'Subject: lst rev mar . 2000 josey ranch nom\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 17 / 2000\r\n03 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nbob withers on 03 / 17 / 2000 03 : 10 : 24 pm\r\nto : susan d trevino / hou / ect @ ect\r\ncc : stretch brennan , knox westmoreland\r\n, kevin mclarney , vance l\r\ntaylor / hou / ect @ ect\r\nsubject : lst rev mar . 2000 josey ranch nom\r\nhere \' s revised march 2000 ( effective 3 / 18 / 00 ) setup for josey : ( using 1 . 075\r\nbtu / mcf )\r\n* gas deliveries into hpl\r\n11 , 000 mmbtu / d for kri ( net\r\nreduction of mmbtu / d )\r\n11 , 000 mmbtu / d into hpl\r\nbob withers > <\r\nkcs energy , 5555 san felipe , suite 1200\r\nhouston , tx 77056\r\nvoice mail / page 713 - 964 - 9434',ham
'Subject: re : lst rev mar . 2000 josey ranch nom\r\nit started with 12 , 036 on the first and has slowly droped to 10 , 483 on the\r\n12 th . pretty steady drop .',ham
'Subject: mitchell gas services 2 / 00\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 20 / 2000 02 : 26\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : megan parker @ enron 03 / 20 / 2000 02 : 08 pm\r\nto : julie meyers / hou / ect @ ect\r\ncc : william c falbaum / hou / ect @ ect\r\nsubject : mitchell gas services 2 / 00\r\nwe have a price difference with mitchell gas services for 2 / 00 production ,\r\ndeal 156658 . we have hsc - 0 . 05 and mitchell shows hsc - 0 . 04 . can you tell\r\nme what the correct price is ? i need this asap .\r\nmegan',ham
'Subject: 1497\r\ndaren ,\r\nates shows that your team has one specialist for 1497 in january and\r\nfebruary . please let me know if ates is incorrect for the month of january\r\nand february . if there is a specialist in your team , we have not received a\r\nsurvey from this person . this lack of information prevents your expenses\r\nfrom being 100 \% allocated out to the commercial teams . please fill out the\r\nfollowing survey and return it to me asap . if you have any questions please\r\ncall me at 3 - 3859 .\r\nthanks ,\r\nshari',ham
'Subject: @ ect . enron . com email notification !\r\nwe are one @ enron . com !\r\nplease be aware of the following senders were automatically notified to ( a ) .\r\nstop sending internet mail to your @ ect . enron . com address and to ( b ) . send\r\nfuture internet communications to daren . j . farmer @ enron . com :\r\nfpam _ @ hotmail . com , mjones 7 @ txu . com\r\nreminder :\r\nyour @ ect . enron . com address should not be used any longer and will be\r\ndeactivated soon . so please make sure these contacts switch to your new\r\n@ enron . com address . if you have subscribed to mailing lists , please make\r\nsure to update your addresses there as well .\r\nand\r\nyour shortname @ enron . com address ( i . e . jsmith @ enron . com ) will continue to\r\nwork , even though your formal address is longname @ enron . com ( i . e .\r\njohn . smith @ enron . com )\r\nplease do not reply to this message as it was automatically generated .',ham
'Subject: transport contracts\r\nd -\r\nthe oasis contract # s are : 028 27099 201\r\n028 27099 202\r\n028 27099 203\r\n028 27099 204\r\npg & e contract # s are : 5095 - 037\r\n5098 - 695\r\n9121\r\n5203 - 010\r\npg & e parking and lending contracts awaiting approval : pleo 0004\r\nplao 0004',ham
'Subject: re : cilco storage\r\nyes , they are taken care of . but in the future we need to devise some sort of\r\ncommunication from lisa kinsey so if there\r\nis a change with cilco , it is communicated to either you or me or aimee or\r\nkenny or someone and it is reflected on our\r\nwithdrawal report .\r\ngg\r\ndaren j farmer\r\n03 / 21 / 2000 11 : 57 am\r\nto : george grant / hou / ect @ ect\r\ncc :\r\nsubject : cilco storage\r\ngeorge ,\r\nare you looking into these variances ?\r\nd\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 21 / 2000\r\n11 : 56 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nkenny j\r\nsoignet\r\n03 / 21 / 2000 08 : 58 am\r\nto : daren j farmer / hou / ect @ ect , aimee lannou / hou / ect @ ect , george\r\ngrant / hou / ect @ ect , fred boas / hou / ect @ ect\r\ncc : howard b camp / hou / ect @ ect , rita wynne / hou / ect @ ect\r\nsubject : cilco storage\r\nthe cilco volumes are different than the confirmed volumes to cilco . please\r\nreview the attached the spreadsheets from lisa kinsey , the central desk\r\nscheduler responsible for the cilco account . the biggest variance is in\r\njanuary 2000 . cilco withdrew 200 , 000 mmbtu \' s more than we booked @ bammel .\r\nplease let me know the best way to correct the problem . i suspect the\r\nvariance is showing up as a transport imbalance . also , the nomination for\r\nthe current month is 7 , 327 mmbtu instead of 7 , 000 mmbtu per day . 7 , 000 is\r\nthe volume delivered to cilco after transport fuel .\r\n- - - - - - - - - - - - - - - - - - - - -\r\nlisa kinsey\r\n03 / 21 / 2000 08 : 12 am\r\nto : kenny j soignet / hou / ect @ ect\r\ncc :\r\nsubject : cilco storage\r\nkenny ,\r\nattached is the worksheet that i have been using to verify cilco \' s storage\r\nbalance with vonda seckler from cilco . let me know if you need anything\r\nelse .\r\nlisa kinsey\r\next 37628',ham
'Subject: re : pg & e texoma volumes\r\nfyi\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by michael eiben / hou / ect on 03 / 21 / 2000 04 : 18\r\npm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\ngary anderson @ enron on 03 / 21 / 2000 02 : 25 : 52 pm\r\nto : michael eiben / hou / ect @ ect\r\ncc : jeff may / gpgfin / enron @ enron , charlotte hawkins / hou / ect @ ect , robert e\r\nlloyd / hou / ect @ ect , gary a hanks / hou / ect @ ect , lauri a allen / hou / ect @ ect ,\r\ngeorge grant / hou / ect @ ect , pat clynes / corp / enron @ enron , steve\r\nventuratos / hou / ect @ ect , brenda f herod / hou / ect @ ect\r\nsubject : re : pg & e texoma volumes\r\nthis is an outside measured volume that we don \' t receive volumes on until\r\nmonth \' s end so systematically , no information equals zero . spi , the software\r\nvendor for mips is investigating all of the rules currently in place for file\r\ntransfers , particularly 0 volumes . the only possible solution is to tag all\r\nzero volumes sent in the nightly file process as ( i ) incomplete . i will let\r\nyou know the outcome of this investigation and the monies required to\r\ncomplete . we may require a work order to complete based on the outcome of the\r\ninvestigation .\r\nmichael eiben @ ect\r\n03 / 21 / 2000 10 : 50 am\r\nto : jeff may / gpgfin / enron @ enron , gary anderson / gpgfin / enron @ enron\r\ncc : charlotte hawkins / hou / ect @ ect , robert e lloyd / hou / ect @ ect , gary a\r\nhanks / hou / ect @ ect , lauri a allen / hou / ect @ ect , george grant / hou / ect @ ect , pat\r\nclynes / corp / enron @ enron , steve venturatos / hou / ect @ ect , brenda f\r\nherod / hou / ect @ ect\r\nsubject : pg & e texoma volumes\r\njeff / gary ,\r\nwhere is measurement in the process of sending pipeline operations more\r\ncomplete data ? we continue to have this problem at various bidirectional\r\nmeters and meter 980071 below is the latest casuality . when mips sends\r\npipeline operations a zero prelim , this becomes the best available number and\r\noverlays the estimate that gas control sends us . when this happens &\r\nscheduling doesn \' t catch to override the zero , the desk \' s expense is\r\nunderstated . this is causing a huge mess for texas operations . what is the\r\nplan to move this up on measurements priority list ? we need an answer asap ! !\r\ncharlotte ,\r\nat what other meters are we having this problem ?\r\nmve\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by michael eiben / hou / ect on 03 / 21 / 2000 10 : 30\r\nam - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : charlotte hawkins 03 / 21 / 2000 09 : 54 am\r\nto : jeff may / gpgfin / enron @ enron , michael eiben / hou / ect @ ect\r\ncc : pat clynes / corp / enron @ enron , george grant / hou / ect @ ect , robert e\r\nlloyd / hou / ect @ ect , gary a hanks / hou / ect @ ect\r\nsubject : pg & e texoma volumes\r\ni spoke with romeo d \' souza this morning regarding the on - going problem of\r\nmips feeding zeros to pops when incomplete data is received .\r\nin light of the e - mail below regarding how important it is that we receive\r\naccurate data from mips . . . . could you please update me on the status of\r\nthis correction .\r\nthank you so much .\r\ncharlotte hawkins\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by charlotte hawkins / hou / ect on 03 / 21 / 2000\r\n09 : 35 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nlauri a allen\r\n03 / 21 / 2000 09 : 04 am\r\nto : robert e lloyd / hou / ect @ ect , tom acton / corp / enron @ enron , charlotte\r\nhawkins / hou / ect @ ect\r\ncc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , bryan\r\nhull / hou / ect @ ect , gary a hanks / hou / ect @ ect\r\nsubject : pg & e texoma volumes\r\nin reviewing some of the imbalance numbers , i discovered that valero texoma\r\n( # 71 ) bav volumes have not fed into pops since 3 / 14 causing an out of balance\r\nat the meter in excess of 500 , 000 mm month to date . the more critical part of\r\nthis problem , however , is that pops has fed 0 volumes back to sitara on some\r\nof the hplc deals . this means that these purchase volumes ( expenses ) have\r\nnot been picked up in tom \' s p & l and are , instead , sitting in ua 4 . to the\r\nextent that the purchase prices vary from the ua 4 value , the p & l may take a\r\nhit when these actual volumes flow through .\r\ni realize that kim is out and that you guys are stretched thin , however , a\r\nproblem of this magnitude needs to be addressed as soon as it \' s discovered .\r\nsomeone needs to be overriding the 0 volumes so that sitara is receiving\r\ncorrect information and the p & l is kept as accurate as possible .\r\nplease give me a call if you have any questions .',ham
'Subject: re : pg & e texoma volumes\r\nthis particular meter looks okay today , so should not be impacting ua 4 . will\r\nkeep you posted if i find any other problems .\r\nbryan hull\r\n03 / 21 / 2000 05 : 18 pm\r\nto : lauri a allen / hou / ect @ ect\r\ncc :\r\nsubject : re : pg & e texoma volumes\r\ni looked at our p & l tonite and our ua 4 volumes actually increased by about\r\n90 , 000 mmbtu \' s for a grand total of 550 , 000 mmbtu \' s for the month . i don \' t\r\nknow if they fixed this problem or not . if you have any information please\r\nlet me know .\r\nthanks .\r\nbryan\r\nlauri a allen\r\n03 / 21 / 2000 09 : 51 am\r\nto : bryan hull / hou / ect @ ect\r\ncc :\r\nsubject : re : pg & e texoma volumes\r\nscheduling says that they have corrected , but no telling what may happen\r\novernight . if you run your p & l this evening , you should be okay .',ham
'Subject: vacation scheduled\r\ni will be on vacation friday , march 24 th , 27 th , 28 th and maybe 29 th . in my\r\nabsence please call jackie young @ 3 - 9497 .\r\nsusan { @ 3 - 5796 } will back up jackie during my absence for industrial\r\nactivity .',ham
'Subject: meter # 0989814 - gmt , inc . - 1 / 00 production\r\nstephanie ,\r\nthe problem with the january payment is that the deal is set up incorrectly\r\nin sitara . for january production deal 153864 shows hplc purchasing gas\r\nfrom gmt company inc , not gmt inc . someone needs to either correct the deal\r\nfor 1 / 00 or put in a new deal , then i can do an accounting arrangement to\r\nmake the necessary correction . it is correct for 2 / 00 on deal 156292 . i\r\nemailed daren on this because i see his name in sitara as the contact , but i\r\nam not sure who actually takes care of it .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by sherlyn schumack / hou / ect on 03 / 22 / 2000\r\n10 : 27 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : thu nguyen 03 / 20 / 2000 03 : 07 pm\r\nto : sherlyn schumack / hou / ect @ ect\r\ncc : stephanie gomes / hou / ect @ ect\r\nsubject : meter # 0989814 - gmt , inc . - 1 / 00 production\r\nsherlyn ,\r\ni believe this is your meter . . . . . . . .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by thu nguyen / hou / ect on 03 / 20 / 2000 03 : 05 pm\r\n- - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : stephanie gomes 03 / 18 / 2000 09 : 21 am\r\nto : thu nguyen / hou / ect @ ect\r\ncc :\r\nsubject : meter # 0989814 - gmt , inc . - 1 / 00 production\r\nthu ,\r\ni \' m not sure if this is your meter or not . if it is not , could you please\r\npass this email on to the correct person .\r\nfor meter # 9814 , jan . 2000 production , the volume was allocated to the wrong\r\ncompany . the gas was allocated to gmt company inc . , but it should have been\r\nallocated to gmt , inc . for feb . 2000 it is done correctly .\r\ni need to recoup the money from gmt company , so could you please let me know\r\nwhen the change has been made in the system .\r\nthanks for your help .\r\nstephanie ( 3 - 6004 )\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by stephanie gomes / hou / ect on 03 / 18 / 2000\r\n09 : 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nnick moshou @ enron\r\n03 / 15 / 2000 03 : 25 pm\r\nto : stephanie gomes / hou / ect @ ect\r\ncc :\r\nsubject : re : gmt , inc . tillison # 1\r\nhere you go let me know if you need anything else .\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by nick moshou / corp / enron on 03 / 15 / 2000\r\n03 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nfrom : george weissman @ ect 03 / 06 / 2000 10 : 34 am\r\nto : nick moshou / corp / enron @ enron\r\ncc : brian m riley / hou / ect @ ect , melissa graves / hou / ect @ ect , cynthia\r\nhakemack / hou / ect @ ect\r\nsubject : re : gmt , inc . tillison # 1\r\nwould you please send a note to brian riley verifying that the gmt payment\r\nhas gone out to the houston company ? please include the amount .\r\ngeorge x 3 - 6992\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 03 / 06 / 2000\r\n10 : 20 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : george weissman 03 / 03 / 2000 04 : 18 pm\r\nto : nick moshou / corp / enron @ enron\r\ncc : brian m riley / hou / ect @ ect , melissa graves / hou / ect @ ect , cynthia\r\nhakemack / hou / ect @ ect\r\nsubject : re : gmt , inc . tillison # 1\r\nnick , it appears that we paid gmt company , inc . ( ba 01474 ) of corpus christi\r\ninstead of gmt , inc . ( ba 75046 ) of houston . these companies are not\r\nrelated . we should pay the houston gmt for production at meter 098 - 9814 .\r\nwould you please make the necessary adjustments ? thanks .\r\ngeorge x 3 - 6992\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 03 / 03 / 2000\r\n04 : 14 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nnick moshou @ enron\r\n03 / 03 / 2000 03 : 00 pm\r\nto : george weissman / hou / ect @ ect\r\ncc :\r\nsubject : re : gmt , inc . tillison # 1\r\ni was looking in unify for last month and this invoice was finalled under the\r\ngmt company inc for 15975 mmbtu at meter 0989814 . the check was sent to\r\ntheir corpus christi address . the sitara # was 153864 . the sitara # you gave\r\nme is showing february as the beginning month with gmt , inc . as the payee .\r\ndo you know if these are different companies ?\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by nick moshou / corp / enron on 03 / 03 / 2000\r\n02 : 25 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\ncynthia hakemack @ ect\r\n03 / 02 / 2000 04 : 07 pm\r\nto : nick moshou / corp / enron @ enron\r\ncc : george weissman / hou / ect @ ect\r\nsubject : re : gmt , inc . tillison # 1\r\nnick , can you please handle this ?\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by cynthia hakemack / hou / ect on 03 / 02 / 2000\r\n03 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : george weissman 03 / 02 / 2000 02 : 21 pm\r\nto : cynthia hakemack / hou / ect @ ect\r\ncc : melissa graves / hou / ect @ ect , brian m riley / hou / ect @ ect\r\nsubject : re : gmt , inc . tillison # 1\r\ncindy , gmt has advised brian that they have not yet received payment for\r\nproduction at meter 098 - 9814 for the period from 1 / 14 / 2000 to 1 / 31 / 2000 .\r\nwould you look into this and have them paid as promptly as possible ? it\r\nappears that the january deal was 156292 and i believe gmt produced 15 , 984\r\nmmbtu in january .\r\ngeorge x 3 - 6992\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 03 / 02 / 2000\r\n02 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : george weissman 01 / 13 / 2000 09 : 11 am\r\nto : vicente sarmiento / gco / enron @ enron\r\ncc : brian m riley / hou / ect @ ect , robert d morgan / hou / ect @ ect , melissa\r\ngraves / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect\r\nsubject : re : gmt , inc . tillison # 1\r\nvic , attached is a physical well connect form authorizing you to turn - on the\r\ngmt tillison # 1 well . we expect this production to commence either late\r\ntoday or tomorrow at meter 098 - 9814 .\r\nnathan , wo c 59605 on its way to you .\r\ngeorge x 3 - 6992\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 01 / 13 / 2000\r\n09 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nenron north america corp .\r\nfrom : george weissman 01 / 13 / 2000 07 : 45 am\r\nto : brian m riley / hou / ect @ ect\r\ncc : robert d morgan / hou / ect @ ect , vicente sarmiento / gco / enron @ enron\r\nsubject : re : gmt , inc . tillison # 1\r\nbrian , for your information . please note robert \' s cautionary warning with\r\nrespect to additional wells that gmt may want to drill and add to this\r\nmeter . does gmt have additional drilling plans ? if so , should we alert them\r\nto the gas quality issue early on ?\r\ngeorge x 3 - 6992\r\n- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 01 / 13 / 2000\r\n07 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -\r\nrobert d morgan\r\n01 / 12 / 2000 10 : 04 am\r\nto : george weissman / hou / ect @ ect\r\ncc :\r\nsubject : re : gmt , inc . tillison # 1\r\nalthough the gas is non - spec , the volumes and gas total inerts are low enough\r\nthat it can be blended okay before reaching beaumont . go for it .\r\nas a precaution , we are starting a trend and i want to be very cautious .\r\nonce we connect a well , we can \' t go backwards . please be specific with gmt\r\nand limit him to this one well . otherwise he could drill more wells and flow\r\nthem all through this new meter .',ham
